Name,UserID,Date,Ratings,Comments
Blackxican Princess,11234962287,2024-05-05T06:53:43-07:00,4,"I’m a premium member. It does what I need it do to, but of course it’s buggy.."
BCap,11228695529,2024-05-03T13:02:54-07:00,1,"How about just charge us again 1x for the app and ditch this subscription bleed out model?   I’m happy to pay just perhaps like CaptureOne model.  Enough of the nickles and diming every month. It diminishes us as a whole.  

Ahhh yes I get it now. Let’s forget about all the original investors in your app and move along to the bloated subscription model. HARD PASS I see. I get it now. Classic. Premium. Nouveaux. Whatever you want to call it. We who bought your app from the early days. The ones who bought it SEPARATELY FOR ALL iOS iPad AND MACOS devices can now move along. Nothing to see here. Just call it whatever you want but no way is a subscription model worth anything when Apple has a perfectly great substitute NON SUBSCRIPTION ALTERNATIVE in the app store. You guys are all the same. Stop updating apps for those who were with you from the jump. Who overpaid from the jump because we believed in you. Wanted you to grow and succeed. Now its all cherry eyed happiness oh sorry no more updates we don’t need or want your support anymore. Just like Notability and all the rest. Good riddance. I will take my business elsewhere You don’t update or add features at hardly the rate to justify an annual subscription nor do you provide security for our personal journals. More of the money grubbing same."
MadtownGracie,11227477555,2024-05-03T05:58:05-07:00,5,"I've been using DayOne for a few years now.   I was looking for an app that would help me document my journey into the crafting world - saving photos, learning techniques etc.  but I soon was using it for documenting nearly everything in my life.  From being able to have multiple journals, to tags, and the ability to access my journals on all the platforms I use (iOS, Mac, Windows) - this app hits every checkmark for what I wanted in a journal, and more!  

I recently had to contact support for help with an issue, and immediately got a response (AI assistant), and when my issue was more complicated (so I thought), got an immediate response from one of their ""Happiness Engineers"".  That made me smile twice: first on reading it, and second because the help I got really made me happy!  (As it turned out - it wasn't anything with DayOne app, it was user error, but the Support folks were amazing in helping me understand what happened!)

Highly recommend this app!"
Maartje7719,11225592216,2024-05-02T16:49:03-07:00,5,Nice app to journal and put quotes along with it. As exciting as writing on paper!
Justme0719,11223442786,2024-05-02T03:34:56-07:00,4,"I’ve been using Day one after switching from another app. Great decision.  However, I wished there were a few changes. The option to change the color of my highlighted text. Why is yellow the only color?  Also, it would be nice to hide journals that you are not currently using. Its frustrating that I have to see all of the journals that are not relevant to me now. I don’t want to delete them just hid them."
Dana's Stuff,11223068134,2024-05-02T00:50:50-07:00,2,I’m sure the app is fine.  But you will get emails every day even if you unsubscribe. Very annoying.
717Megs,11222655702,2024-05-01T21:35:42-07:00,5,I’ve had this app for over a year and have used it almost everyday to reflect and store memories. I would highly recommend this app to anyone who needs a good journaling app.
Daddy bone 72,11222335544,2024-05-01T19:09:08-07:00,4,The only thing is missing is that you be able to use different colors so you could so you can separate everything in color in the entries
JoeyFourfingers,11219953042,2024-05-01T04:20:55-07:00,1,"How are you supposed to complete an entry without a keyboard?! 

I can tag my location and add a picture and add a voice memo but without a keyboard… This app is completely useless"
Poor Jett,11216440840,2024-04-30T05:10:31-07:00,5,"I have use Day One daily for years. I am a writer and teacher. I have experimented with other journal apps. None compares. Syncs flawlessly across all my devices. I love and rely on it.
I also love the fact that the developer is constantly updating and maintaining the app. Thank you!"
FritzvonShariff,11215806030,2024-04-30T00:44:02-07:00,5,"It’s logs and does exactly what I need it to do. It’s familiar because it feels like notes, but it’s dedicated to journaling. Day One does what it needs to do. It’s daily prompts blow me away at times!!! I also like the fact you can print a book after"
It's Dr. Babe to you,11215114610,2024-04-29T19:03:38-07:00,5,I have been using this app for ten years and love it. I’m hoping it will be around forever.
Wandering Ram,11214967570,2024-04-29T17:57:37-07:00,4,Use it everyday but would like to be able to create multiple word tags with hyphens in my desktop app just like I can in my iOS apps. The desktop only allows me to create multiple word tags with an underscore.  (e.g. Time-Management in iOS vs. Time_Management on MacOS app).
Taro1029taro,11213047690,2024-04-29T05:32:27-07:00,1,"A very frustrating thing happens every time I open my computer to continue a diary entry I had started writing. If I add more to it using my phone, when I open my computer again, the system defaults to the content on the computer. As a result, the several thousand words I just wrote disappear in an instant. Even though my phone asks me if I want to use the version on the computer, there is no option to cancel, and I am forced to lose what I wrote."
pinklovemonkey,11210949492,2024-04-28T13:38:28-07:00,5,I love this app so much. I pay for the subscription. I would spend more on journals than I do for this in a year. Plus I can easily add photos. I find that I journal more.  I have used this for the last 3 years and print off the journal each year. I love looking back on the memories created. Definitely recommend!!!!
1sailech,11209580473,2024-04-28T06:03:20-07:00,1,I wish there was another app that does what Day One does but doesn’t keep randomly changing my location  - even after I’ve corrected it! I used to love this app but it recently started doing this and now I have to give this app a super low rating!
Th3HxsT,11204142575,2024-04-26T17:12:12-07:00,5,Idk about most of the people who have used this app. Or even thought about a way to “journal”. This single app has changed so much for me. From the way I plan my day. To the way I have learned to navigate my thoughts with more precision. It’s a must have. From the customization by colors of journals. To the sharing across devices. DayOne has effortlessly reawakened my love for writing. It’s a 5 star app. From a free user. I would love to see what a paid subscription could bring. I test the Beta and it’s def worth the money. Take the offer right away if you are presented with it. Don’t wait and miss out on the benefits it brings.
DrivnNAbug,11201216251,2024-04-25T21:58:14-07:00,3,"The app itself is beautiful and does a good job of making journal aesthetically pleasing. However, it crashes frequently when I hit the create new entry button. Also, I wish there were a way to log the books I read easily."
Dovefooks,11198360634,2024-04-25T03:01:13-07:00,5,This is so worth it. I have so many treasures thoughts stored up in this app. I love the search function and having multiple journals linked to one calendar. Thank you to the epic creators!
fjpoblam,11192864698,2024-04-23T11:52:04-07:00,4,"Selectable font/size. Auto sort by date. I *sorely* wish it had auto-save: I lost good stuff due to Apple’s system glitch today ??. Easy typing, *most* markdown support. Sometimes unexplained request for login: WT?"
Streak king,11191952555,2024-04-23T06:50:55-07:00,5,"The app helps to put my thoughts in focus.
It’s a good planning tool and a quiet way to express myself.
I don’t do it everyday but it’s there when I’m ready.
I like revisiting the memories too."
verdoxius,11190707438,2024-04-22T22:33:40-07:00,1,"Life time pay price on the app or no buy from me. I not subing to an app in the videogame era end of story. Greedy are we 99$ i would pay and for end all be all for life.

Ty good bye...!!!"
benjamincano,11188276393,2024-04-22T06:13:11-07:00,4,Does the widget streak don’t work any more?
mrshenryxo_,11184960551,2024-04-21T07:40:04-07:00,2,"I was hoping that I finally found the journal app I was looking for, unfortunately that isn’t so. Before even reading the specifics with the app I thought it was finally a completely free app with multiple capabilities. As I was customizing my app to my liking, I was promoted to subscribe to a $35 yearly service. Honestly, it’s a NO for me. I’m so tired of these money hungry developers who take away the experience for others. Unfortunately I will have to delete this app, because I’m unable to utilize it the way I desire. Everything is a cost nowadays."
Ashby Daniels,11182811596,2024-04-20T18:03:08-07:00,5,I’ve never written an app review before but this app is just absolutely perfect for my needs. I wanted a way to capture my days and add photos that will resurface in a meaningful way and this app is exactly what I was looking for.
Rdheisey,11180492470,2024-04-20T04:41:09-07:00,5,"I have tried a number of apps/systems to record my daily thoughts, experiences, and reflections. I always return to Day One. It is the perfect platform for me, and has all the features I need. Added to this is ny ability to access it across all my devices. I do not expect to stray from Day One anymore."
Atgebb,11176786760,2024-04-19T05:31:23-07:00,5,I’ve been using it for years. Love it!
Chelly nelly12345,11175317736,2024-04-18T19:12:27-07:00,1,"Used for 5 days and was very excited about it. Day 6 it's frozen and I can't log my entry. Bummer. It's annoying, but I guess I can just use the apple journal that comes on the iPhone."
Hjhudson,11173592762,2024-04-18T08:22:15-07:00,1,"Was so excited to try this app as it has such great reviews, but it is so glitchy I cannot even write an entry! The minute I hit plus to type a new entry, the entire app freezes. I’ve tried restarting my phone, opening the entry from a different path, and no matter what when I get to the page to type my entry, the app freezes. I hope there is a fix so that I can actually give this app a try."
nrm_,11163667040,2024-04-15T20:13:05-07:00,4,"Almost everything I would want from a digital journal is here.
It would be great to see some design updates and modernizations though. 
And please bring the macOS icon to mobile soon! The one on macOS matches the native app styles better."
i.KISS,11163561674,2024-04-15T19:27:26-07:00,5,"Simple, beatiful and effective"
B-House,11162367520,2024-04-15T11:12:21-07:00,1,Wanted to like it but the app is too frustrating if you don’t want it to use your soon ID username and password.  Too many options on the market ti deal with one poorly done.
44R0N7,11158447973,2024-04-14T10:25:50-07:00,5,"Best journaling app available. I've tried several and they all fall short of Day One. Keep up the good work, devs.

EDIT:  ten years on with Day One and the app just keeps getting better and better"
Running Gibo,11157532217,2024-04-14T06:14:41-07:00,5,"Whether you are new to journaling or a seasoned pro, this app has something for everyone.  Some of the things that I love about the app include pre-populated templates to begin your journaling.  If you have never journaled, this makes it easy to get started because you don’t have to think about what to write about.  If you are more seasoned and/or you know how and what you want to write about each day, you can easily build a custom template and begin with the same template each day.  
I love being able to add pictures to the journal as well.  There are several ways you can use this, but I prefer to add any pictures from the to day to my daily journal entry.  Some of the other features include being able to add or include other types of media to your entry.  Although I personally do not use this feature, it is cool to know its there. I also appreciate the timeline feature of the app.  This allows you to go back and see previous days, months and years.  It also allow a streak building for your journaling habit.  Highly recommend.  This and the Bible app are two apps that I use every day without fail."
pointeddoctrine,11155878355,2024-04-13T20:39:21-07:00,5,"I never review apps, but this app is exceptional. Probably my first written review of an app, but it goes above and beyond to make journaling from a phone so easy and intuitive. Many thanks to the creators ??"
CR949,11147737872,2024-04-11T17:11:48-07:00,1,Super frustrated with this app. I wanted to print a book for my son’s birthday and they payment will not go through. Also no real support is available. All these daily note that can’t be printed. So disappointed.
VC55,11144659245,2024-04-10T20:50:06-07:00,5,I’ve only had the app for a couple of days and I love it already. I haven’t had time to try the extra features but I will in the next few days. If this app measures up to its ratings and reviews It is going to be just the app I’ve been looking for. I will update this writing after using it for a month or so.
9876543rick,11135841716,2024-04-08T09:12:48-07:00,5,Love this app!
Hotsteam24,11134013158,2024-04-07T20:46:32-07:00,5,"The features are awesome, and the best part is that it’s FREE! You get lots of features for free and never get ads or bugged to upgrade. Best journaling app ever!"
Eobrien166,11130517503,2024-04-06T22:17:21-07:00,4,"Been using this app for years and I love it and recommend it to everyone — however , my one big complaint is that I can’t get it to work with Apple’s new “journaling suggestions” feature and can’t get an answer from the app’s support…. Frustrating not to be able to use this Apple feature and the lack of response is bothersome"
rat4spd,11129917984,2024-04-06T18:03:20-07:00,2,"It decided to just start crashing, even after updating. Five years of entries presumably floating in the ether unobtainable."
Mkkoo1073,11124885829,2024-04-05T09:30:39-07:00,4,"**update 4/5/2024: I got my Plus tier features back after reinstalling the app, thanks for the help from the Day One support. **

I paid for the app years ago before they changed to the subscription model, got over thousands entries in it. Suddenly my photo upload limited to only 1 per entry today, and was required to subscribe for premium if I want the original features back. Not gonna use Day One anymore for this reason, if they can do it to the old users, they can do whatever they like to anyone to maximise their profits any time later."
YulingMusic,11122835973,2024-04-04T20:19:17-07:00,5,Been using Day One for a few years. It’s simple and reliable. Everything works smoothly. Love that they have desktop and mobile app.
Harp395,11119176792,2024-04-03T20:32:26-07:00,5,"I have used some form of diary for a long time. This is the best one I have ever used. It just seems to suit me. I am happy there are more notebooks available to use. I am experimenting with keeping a medical journal… Try it and just keep trying it ????

Even if you don’t do everything on it you think you should…it will be still be more than if you did nothing!"
_Daily_Driver,11117530604,2024-04-03T09:33:35-07:00,5,"So convenient, I use it all the time. Love the user interface. Great enhancements. Keep it up!"
Frustrated Dingwall,11116430924,2024-04-03T03:41:35-07:00,5,"I use DayOne every day. The clean and simple interface, the ease of use, location of entries, and most of all the entries on this day in past years make it an incredibly valuable app. One of very few apps that I cannot go without."
FranimalP,11115637888,2024-04-02T21:26:28-07:00,5,I highly recommend Day One. I have been using it for over a decade and think it’s the best on the market. In fact I live in fear it might someday go away! I have prints books from my journals and they come out beautifully and high quality. Treasured items in our home.
HLCnAZ,11115511560,2024-04-02T20:27:09-07:00,1,"The help feature on this app is absolutely horrible! I used to love this app. I used it every single solitary day for almost a year and now I can’t log back in. I am in just the death cycle of trying and trying and trying and not getting the email sent to me for the password reset. I am really concerned because I have over 200 or more journal entries and I can’t access them or create new journal entries. I used to use the text feature to add a journal entry and it was so easy but now I can’t login. I don’t know if it’s because I got a new phone or what. But as I said, at the beginning, the help feature on this app is absolutely horrible. THEN THEY TRY TO PATHETICALLY answer / of COURSE I have an email with the login and there’s ZERO WAYS to actually get help. There’s no way to get to an actual person.

And now I get a THIRD response and STILL NO ONE ANSWERS!! I have been in the same death loop of help. I get no email yet that’s the email I’m using."
chachacha2014,11113987374,2024-04-02T10:14:06-07:00,1,"I purchased the Day One Premium on January 7, 2024, through the Apple Store along with another app called ‘Me+’. The total was $59.52 ($34.99 for Day One with a promotion, $19.99 for Me+, plus tax). I attempted to cancel and get a refund for ‘Me+’, but since it was purchased together with Day One, I couldn’t receive a partial refund. I got fully refunded $59.52 on January 18.

However, I recently discovered that I was rebilled by Apple on January 29, but I cannot access the Premium since it shows as cancelled. I can provide my bank transactions and the receipt from Apple.

Please help! I’ve tried reaching out to customer service, but there’s been no response. I haven’t been able to use the Premium features for the past three months. Can you please check?

I love this app. I will fix my rate once my concern is resolved."
The Canon Girl,11112876847,2024-04-02T04:10:14-07:00,5,"I’ve been using Day One for seven years now. In the beginning I tried some other options but nothing worked for me as well as Day One. It’s really good at what it is and fits all my needs just right. 
Thank you for making a great app and thank you for continuing to maintain and improve it!!"
Knittindoc,11109811818,2024-04-01T07:29:26-07:00,5,"Love Day One! Began writing daily on a challenge a few yrs back, have since grown to love my daily pondering, and especially seeing my pics from my phone for REAL when I send it to print 3x a yr!"
48th Parallel,11109778640,2024-04-01T07:19:30-07:00,5,"I don’t know that this review is worth much as I have never used any other digital journal but for my many purposes, Day One is perfect.  I liked it so much I purchased another subscription for my spouse but she still prefers a paper journal with her fountain pen.  And here’s where the huge differences between the two forms really shows up.  When she wants to find the date when something happened, it’s a laborious search.  I just type the event or name or place into the search feature and I get all the hits, the most recent entry first.  With Day One I can add photos, video links, emails, texts, or even parts of daily newsletters I get as instantly as a 72 year old man can do anything instantly.  I have separate journals for books bought, borrowed, and read, for projects I’m working on, and for travelogues.  For my spouse to do any of those things is nye impossible in a paper journal just from a space standpoint.  And if I too want the feel and flow of ink on paper, which I often do, I do just that and take a photo to enter on my digital journal.
	But it’s when you’ve been at Day One for awhile that some of it’s marvelous features begin to show up.  The “On This Day” feature is a treat.  For instance, today it shows that I have four entries for today.  To click on that and discover anew what I was doing three, four, five years ago today is, in addition to being fun and informative, a daily jolt regarding the passage of time.
	Two other features I love about Day One is that it syncs my journal across all my devices.  I can jot down an entry on my phone when I’m waiting in line at the car wash or having lunch in a diner.  I can check on an entry from last year when I’m on the go.  The other thing I prize is the privacy.  My Day One is password protected which allows me to be a little more free with personal details than I otherwise would be.
	Does Day One have some warts.  I’ve yet to meet an app that doesn’t but, again, for my needs this things I would like different are so few that I haven’t even bothered mentioning them to management.  I hope I’ve made it clear why I think this app deserves five stars."
lmatt12,11104518769,2024-03-30T19:59:31-07:00,5,Love this journal and look at it everyday.  I’ve been writing in it for 12 years now. I go look at what I was doing this day for the last 12 years. I don’t even remember some of the thing I wrote and I’m so glad for each and every memory. Thanks Day One for a quality product.
Sheila Burns,11103173456,2024-03-30T10:59:41-07:00,5,"One of the features I love, having used Day One for several years, is that it lets me know I have previous entries from same date in years past and of  gives me access to read entries from same dates in years past. 
 Day One also has a search feature that easily helps me to find topics that I wrote about last week or last year."
Macorin,11099772681,2024-03-29T13:03:54-07:00,2,"I bought Day One for iOS and OSX but didn’t feel the need to purchase a subscription. I would have if it offered features I couldn’t live without, but it doesn’t, so why spend the money unnecessarily? I’ve rated this app two stars because the journal is good, even if buggy at times. I couldn’t go more than two stars because I don’t think it’s right that they reserve live support for subscriptions only. I paid money for your apps and should be able to get support when needed. I can see giving subscription members priority support and making others wait longer, but to not offer live support to those that have supported and purchased your products before subscriptions were even a thing is just wrong. If a subscription offered me something I needed, I’d buy it, but I don’t need to add more than ten photos or videos to my entries. And I certainly won’t pay just to get support. In fact, that alone is reason enough to never buy the subscription. You might as well call your subscription a support plan, not a subscription."
swagnes lol,11098345142,2024-03-29T05:26:38-07:00,5,"I have a brain injury, so I have very very poor penmanship... but I have always love love LOVED the idea of journaling so so much though, so I started to journal first on Microsoft Word on that app on my phone, but the very annoying thing about doing that was that I had to keep scrolling down down down alllllll the way until I found where I left off! ???? I first got so annoyed that I started to reverse my order of journal entries so that the first thing I could do when I opened Word was write my newest journal entry! It eventually got so messy and long though, so then I thought, “there’s GOT to be something else out there!!! This is the 21st century for Christ’s sake!!!” Then, I opened the App Store and found Day One, and my life was literally changed forever, and I could not be more thankful for this app!!! ?????? I’m currently using Day One’s free premium trial, and it’s so great that I wish so so badly I could make my own money bc if I did, I would TOTALLY pay for a subscription immediately!!! Too bad I only have so long until my trial ends... ??"
YourRegGrlGamer,11096709454,2024-03-28T17:30:00-07:00,5,The recording of your life will become invaluable later in life. This app’s feature makes it easy to do that. The ability to sync between devices is a win over apples basic journal app.
Pitachip296,11095520447,2024-03-28T09:46:56-07:00,5,This is the best digital journal app I’ve found I love being able to see what days I’ve journaled and it’s a great way to try to journal every day!
BambooNOTOak,11095401863,2024-03-28T09:07:50-07:00,1,"Emailed DayOne Journal to cancel as I’m not getting anywhere w/ Apple to cancel through the App Store … and DayOne is the ONLY app I have that has not responded because all I go was a bot.  They gave me an email (through the app) but the automatic generated email, send you back to App Store or the bot.  You will get NO WHERE trying to stop this subscription.  If you purchase this, and lose your appleid and apple can’t seem to help you w/ that either (that’s another story) …  be prepared to pay for this app for the rest of your life or until your cc expires."
Frank(o),11095096460,2024-03-28T07:32:16-07:00,5,Features of the Journal program can’t be beat. Have used it for years and have never had a problem. When I’ve had questions customer support can’t be beat.
Stinoi,11094379958,2024-03-28T03:36:23-07:00,5,Been using several years and it’s been great for me.
SharaRaqs,11091690366,2024-03-27T09:13:31-07:00,5,Ggggg
DAk 040358,11090962832,2024-03-27T05:22:25-07:00,5,"Every day, I think about the things I am grateful for and it reminds me of the good in my life. Moments of positivity."
laj86,11087813442,2024-03-26T07:52:51-07:00,5,Great app. Easy to navigate and use.
Love welder,11087303513,2024-03-26T05:05:01-07:00,5,"I downloaded this app over the weekend. I have been using Day One (original) for 5 years. I was so excited to use the new and improved version; however, it is constantly (and by constantly, I mean with each and every use) crashing. No matter what I try to do (write a new entry, look at historical entries etc) or where I try to do it (iPhone vs iPad), the app freezes, and the only way to fix the issue is to close the app and go back in. Further, even when I am typing on the new app, there is a big lag in the words. Please please please fix this. This app would be perfect if only it didn't freeze all the time!"
grandma of fun,11086329823,2024-03-25T21:29:42-07:00,5,Best journaling app ever!!!
Jaim W.,11086149025,2024-03-25T20:03:09-07:00,5,"I’ve been using DayOne for years.
I love it!
It is easy to keep track of my life and look back over the years to see how far I’ve come.
10/10 recommend and I often give a subscription of this as a gift to family and friends."
Yogiini Carolyn,11085342173,2024-03-25T14:29:26-07:00,5,"I keep about 12 sub journals concurrently with salient topics.  It has become a lifesaver for me as well as an easy way to check on a particular subject.

When I suffered with serious digestive issues, I started one titled Gastrointestinal.  Appointments with my gastroenterologist were very disappointing because he would say, “No coffee.”  Then when I read his notes concerning our office visits he would reiterate that the colonoscopies were unremarkable but I was described as labile.
     That really made me angry.  Of course I’m labile, if you were going through what I’m dealing with you would be labile, too!   I was actually contemplating how I could leave this plant without it looking like suicide.  It was that bad. 
     I thought, “OK, Buddy, you are about to get some journal entries.”  I copied about four horrendous days of entries and gave them to the receptionist for him to read before my next appointment.  They became part of my health record so they couldn’t be ignored.  
    Outcome:  he ordered an upper GI, lower GI and stool sample.  At last I was heard.  Result:  no pancreatic digestive enzymes and I needed supplementation.  I was normal at last after years of agony.
     If you have a chronic condition and are being gaslighted, I urge you to keep a journal on the symptoms and and how they are impacting your life.  Tell your story and be honest and graphic.  Dates and times and related events are important and helpful for diagnosis."
bfg_3,11084090077,2024-03-25T07:10:28-07:00,5,I have been using this app since 2015. I got as a Starbucks app download when they used to do an app of the week. It is hands down the best journaling app. Intuitive layout and clean design.
Hgxykihnechj,11082077936,2024-03-24T16:43:41-07:00,5,Layout and ease of use are top notch!
cpoetree,11081634725,2024-03-24T13:44:56-07:00,5,"Day One provides space and encouragement for more than a memoir, a diary or a daily journal.

With a provocative prompt for each day and the possibility to include images, it offers space for musing and personalizing life as we live it.

It is beautifully formatted, allowing search, dating and recall to happen easily.  Also, when one runs into a snag (and I have) help is readily available.  I have found it to be clear and effective.

If I could afford it, I would readily choose to update my Day One to premium.  Although I cannot, using Day One on a primary level is a delight this daily user would not miss.

Day One helps me grow!  Thank you to those who created it, maintain it and update it!  I'm beyond grateful."
Dantooine2984,11081426683,2024-03-24T12:27:49-07:00,5,"The free app has great features. Great for journaling or just marking where you were at a time and place. Tagging entries allows you to sort by topics. More features on the paid app, which I’ve upgraded to"
aqualamour,11081256232,2024-03-24T11:28:18-07:00,2,"I played with the free version for a short while and was satisfied with what I saw.

With that, I purchased the premium, and since have experienced numerous quirks which have caused me to alter my opinion.

Far too frequently I have received “are you happy with your experience?” pop ups as I’m trying to utilize the app which appear in inconvenient locations (like over something I’m reading or trying to write)..and if that was annoying enough,..they have seldom worked, or went away, literally blocking my screen!!

Other times,..things I’ve clicked on direct to other places on the app I was not intending to see!

I would not be concerned about any of this had I not paid!

So unless they correct these bugs soon, I’ll be cancelling my subscription and would greatly warn anyone from paying for the premium package."
Shermans1010,11080343913,2024-03-24T06:46:34-07:00,5,Changed my life
sndkeieuhe,11078979044,2024-03-23T21:52:45-07:00,5,I have been using Day One for 3 years. This app is honestly so well designed. I tell people about it all the time because I have nothing but good things to say. There are so many features that I love about it! Just so incredibly well designed. I saw that Apple came out with a Journaling app but it doesn’t even come close to how perfectly developed this app is. 10 stars for me.
oldbmw89,11078487216,2024-03-23T18:38:07-07:00,5,"I love this app, so easy to use. It certainly give me the opportunity to keep track of my journey."
PostalPower,11078084840,2024-03-23T16:03:24-07:00,5,"I’ve struggled for so long to keep a consistent journal routine. I try and I try but never manage to make it longer than a few weeks before I’ve given up on writing. Day One was recommended by a guest on The Tim Ferriss Show, so I decided to check it out. I’ve never loved something so much in my life. Writing has become part of my daily routine. The journal categories allow you to compartmentalize so many things and the fact that you can make notes on your phone to deep dive into later on the PC is just phenomenal. I can take create an entry while walking at the park and make quick notes of a podcast I’m listening to, then recall and complete the whole idea when I get home. If thoughts start creeping in while laying bed and I’m having difficulty falling asleep, again I can make a quick entry to dump the idea from my brain, and sleep comfortably knowing I can address the next morning on the pc. There’s just so much utility with this app. I love it. If I ever become a famous writer, this will be mentioned as one of my favorite and most valuable purchases of all time."
aacarbob,11077759172,2024-03-23T13:55:15-07:00,5,"I have successfully logged over 4150 straight days entries, after being very inconsistent with a written journal. Don’t use many of the very advanced features, because it’s main function as a journal works so well. Records where you were, the weather and so much more automatically. I keep one journal for each car, and a Journal of “things” where I photo any warrenty item with the receipt. Has come in very handy! Do miss the widget that showed how many words you entered over the last 50 days, great for finding days you only started an entry."
RogiBear,11077001082,2024-03-23T09:36:10-07:00,5,"An outstanding, practical and very meaningful Journal App, thank you."
Kiki_0721,11057515506,2024-03-18T01:58:35-07:00,5,"Omg! I finally found a good journal app, I own a IPhone and recently they added a journal app I haven’t used to it but I’ve read some of the reviews and wasn’t convinced but this APP! I didn’t need to read any reviews! I started using it last year and I fell in love although I wish we could add more photos, I understand I have to pay but other that that it’s totally worth getting! I love this app. Especially when I’m out and need to write and don’t have my journal with me this helps me so much! 

Thank you guys it’s helped me so much with my mental health love ya??"
~Mindy J,11055105306,2024-03-17T08:51:26-07:00,5,"I write a lot and I tend to have “journals” all over the place.  I decided recently to convert all the many to a single journal.  I was surprised how difficult that small task would end up being.  

Here are the things I really like about Day One -

— can use across all my devices with ease
— I am able to copy, forward and even create PDFs of my entries when needed - this was a big let down with the apple journal app… I started using that until I realized that you cannot copy or export anything once it is in their app. 
— picture tagging - love that the app automatically goes to the pictures with the same date(s) as the journal entry.  Makes it so simple.
— hashtag capability - makes this easy to organize my journal in a way my mind works
—automatically imports instagram posts (now, we just need it to do the same for facebook - that’s where I posted a lot of my stuff before) 

Enhancements I would like to see:
—facebook post integration
—bible app integration would be AMAZING"
JT the Philosopher,11050231150,2024-03-16T03:08:48-07:00,5,"Wonderful, intuitive, simple:  all the features I could want for keeping a Journal and notes on my readings. Free version is great for keeping 1 journal, paid version is well worth the money to create new journals for each and every book I read!"
SerenityK,11049154641,2024-03-15T19:24:51-07:00,3,"I love this app, so much. But recently when I try to scroll or upload a picture, it freezes."
acadiel,11047691266,2024-03-15T10:08:20-07:00,1,"I’ve owned this app since 2013; and was asked to import from “Classic” to this one.  This version has a recurring price to it, versus the old one being free forever, and the old one no longer lets me pull up my entries.  

Apple’s new Journal app doesn’t have a recurring cost, and hesitant to pay a recurring price for an app that I can’t keep fully unlocked long term.  I have apps that I have purchased from 2009 still kicking just fine without monthly or yearly subscription fees."
BelovedKels,11047586064,2024-03-15T09:34:30-07:00,5,I honestly think it’s fabulous! I love the audio option. I also love I love the ability to attach easily. I am not a technology person so to able to have to option to be fancy is nice but it’s also simple. I find it an excellent way to start a book you didn’t even know you writing!
Hadassah777,11044906145,2024-03-14T15:48:40-07:00,5,Journaling was never really my thing. Then one day I happened upon this App and I really love it. This app makes it possible for my private thought to be kept just that Private. I’m able to add pictures and if I forget to log in I get a reminders. This is a beautiful app and I’m glad I gave it a try.
WJ-Graham,11043033194,2024-03-14T04:07:59-07:00,1,"Nobody wants a subscription to everything. Typically you’d subscribe to something that gives you consistent new content and value. A lot of these apps expect you to subscribe just to keep using them, and I’d rather just not."
lou1980s,11039648453,2024-03-13T04:47:32-07:00,5,"I thought this was a journal just to write how you’re feeling. But realized I can use this as a common place book. Jotting down movie quotes I like, ideas that come to mind, clipping photos and art, siting life lessons or inspirational quotes, anything really. 

I love this."
Adikanu,11038372680,2024-03-12T18:52:44-07:00,5,"Love the features and the design being simple and intuitive. 
It’s a savior for me."
Deedowner66,11038108916,2024-03-12T17:00:03-07:00,1,"I have been using this app since the first of the year on the recommendation of my brother. I recently got a shared journal too. However last week I was scammed and lost access to my Apple ID. The scammers locked me out of it. I had to get a new id. I wrote to the support email explaining the situation and got back a template email with links to their FAQs- and said they only give individual support to those who pay. You call that good customer service? I don’t. I won’t be using their app again. I heard from the developer but I am still not satisfied. In fact, I am very angry. Any link you provide to offer help is a link to the help page. Option 1 is the Help guides which are links to articles and tutorials. Option 2 is the DayOne forum, but In order to write to the forum you must have an account on Wordpress-something I don’t care to have- even if the first year is free. The only other option on the page is for premium users, of which I was one but cannot use it because I lost the use of my AppleID. As I said above, I won’t be back. I found another solution for my needs. Have a nice life!"
Sunnwarm,11034592680,2024-03-11T16:59:48-07:00,5,Not happy
jtb2nd,11033170987,2024-03-11T08:01:25-07:00,5,"Will have let it lapse after a year of loving it. I am just too poor, living on social security."
rs112222,11031205562,2024-03-10T18:06:44-07:00,4,"Easy to use and fun so far.
A little glitchy at times."
robeeenz,11030960230,2024-03-10T16:19:37-07:00,2,I have been a Day one user since the early days when they were trying to get off of their feet. I became a plus user as a grandfather. Now the app is making me either log out and delete everything and re-login and upload everything or I have to delete the app and reinstall it for it to notice that I’m a plus user. I tried to write customer service but they told me I am not a premium user I am a free user so there’s not much help for me. I guess I will  have to download everything and just leave Day One. that’s the problem with putting your life online. If a company changes something then It could adversely affect you.
Natgunn,11027741003,2024-03-09T19:43:10-07:00,5,Love this app a great way for me to type out anything on my chest and helps me journal better and more
TabTabo,11025727402,2024-03-09T07:17:09-07:00,5,"One Day is the best for journaling!  I love the fact that you can attach photos!  I was in a dark place in life and was told to journal my thoughts before bed each day but was too lazy actually write on paper ( True Statement ??) BUT with One Day you can type out your thoughts and it’s faster, easier, on your device to ensure you don’t have to keep up with a journal, and it has helped me tremendously!"
